dt,LandMaxTemperature,LandMinTemperature,LandAndOceanAverageTemperature,LandAverageTemperature
1889-06-01,19.314,7.196,16.498,13.288
1889-07-01,20.315,8.311,16.796,14.225
1889-08-01,19.732,7.615,16.604,13.504
1889-09-01,17.455,5.635,15.913,11.547
1889-10-01,14.902,2.608,15.116,8.865
1889-11-01,11.146,-0.567,13.996,4.999
1889-12-01,9.264,-2.395,13.401,3.099
1890-01-01,7.647,-4.24,13.068,1.836
1890-02-01,8.668,-3.764,13.394,2.516
1890-03-01,10.474,-2.171,13.891,4.21
1890-04-01,13.672,1.641,14.875,7.739
1890-05-01,16.865,3.943,15.624,10.464
1890-06-01,18.703,6.707,16.25,12.872
1890-07-01,19.718,7.857,16.528,14.034
1890-08-01,19.325,7.147,16.427,13.266
1890-09-01,17.266,5.494,15.842,11.546
1890-10-01,14.747,3.367,15.02,9.178
1890-11-01,11.451,-1.043,13.803,5.03
1890-12-01,8.611,-2.729,13.367,2.969
1891-01-01,7.589,-4.011,13.037,1.678
1891-02-01,8.122,-4.465,13.298,1.88
1891-03-01,10.629,-1.449,14.191,4.755
1891-04-01,13.979,1.182,14.918,7.618
1891-05-01,16.645,4.317,15.844,10.785
1891-06-01,18.588,6.635,16.297,12.888
1891-07-01,19.849,7.818,16.62,13.93
1891-08-01,19.472,7.29,16.549,13.496
1891-09-01,17.649,5.704,16.07,11.763
1891-10-01,15.042,2.764,15.023,8.722
1891-11-01,11.033,-0.781,13.92,5.115
1891-12-01,9.803,-2.138,13.559,3.602
1892-01-01,7.683,-3.93,13.264,2.018
1892-02-01,9.078,-3.253,13.667,2.805
1892-03-01,10.752,-1.931,13.979,4.362
1892-04-01,13.802,1.205,14.804,7.562
1892-05-01,16.578,4.426,15.655,10.622
1892-06-01,19.003,6.86,16.303,13.263
1892-07-01,19.82,7.917,16.476,13.89
1892-08-01,19.264,7.448,16.39,13.42
1892-09-01,17.858,5.552,15.998,11.764
1892-10-01,15.08,3.347,15.126,9.29
1892-11-01,10.432,-1.014,13.732,4.859
1892-12-01,8.297,-2.847,13.196,2.935
1893-01-01,5.9,-5.345,12.702,0.5
1893-02-01,7.616,-4.558,13.23,1.654
1893-03-01,11.066,-1.252,14.111,4.979
1893-04-01,13.697,1.582,14.871,7.994
1893-05-01,16.812,4.489,15.662,10.747
1893-06-01,18.981,6.781,16.382,13.051
1893-07-01,20.005,8.102,16.788,14.318
1893-08-01,19.448,7.322,16.65,13.454
1893-09-01,17.799,5.599,15.932,11.767
1893-10-01,15.185,3.099,15.152,9.16
1893-11-01,11.701,-0.143,14.079,5.902
1893-12-01,9.03,-2.79,13.388,3.155
1894-01-01,7.41,-4.039,13.039,1.691
1894-02-01,8.898,-3.028,13.455,2.923
1894-03-01,11.086,-1.093,14.08,5.118
1894-04-01,13.793,1.472,14.794,7.663
1894-05-01,16.929,4.611,15.656,10.944
1894-06-01,18.782,6.603,16.226,12.858
1894-07-01,19.851,7.788,16.687,14.004
1894-08-01,19.326,7.364,16.565,13.488
1894-09-01,17.425,5.503,15.927,11.58
1894-10-01,15.042,2.997,15.165,9.125
1894-11-01,11.187,-0.491,14.036,5.405
1894-12-01,8.757,-2.202,13.347,3.133
1895-01-01,6.961,-4.319,13.084,1.295
1895-02-01,8.18,-4.026,13.303,2
1895-03-01,10.838,-1.594,13.989,4.689
1895-04-01,14.509,1.915,15.005,8.247
1895-05-01,16.892,4.639,15.703,10.867
1895-06-01,19.059,6.905,16.352,13.058
1895-07-01,19.614,7.875,16.716,14.053
1895-08-01,19.471,7.167,16.612,13.489
1895-09-01,17.597,5.687,15.981,11.743
1895-10-01,15.159,2.878,15.151,9.117
1895-11-01,11.42,-0.011,14.219,5.744
1895-12-01,9.232,-2.206,13.513,3.462
1896-01-01,7.924,-3.408,13.366,2.291
1896-02-01,8.447,-3.367,13.576,2.707
1896-03-01,10.469,-1.868,14.047,4.279
1896-04-01,13.586,1.225,14.895,7.33
1896-05-01,17.01,4.626,15.817,10.893
1896-06-01,19.34,6.863,16.515,13.304
1896-07-01,19.886,8.087,16.866,14.233
1896-08-01,19.572,7.275,16.762,13.624
1896-09-01,17.727,5.561,16.143,11.824
1896-10-01,15.35,3.212,15.27,9.416
1896-11-01,11.173,-0.469,14.187,5.366
1896-12-01,8.811,-2.36,13.643,3.312
1897-01-01,7.412,-3.573,13.312,1.893
1897-02-01,8.148,-3.519,13.555,2.429
1897-03-01,10.442,-2.123,14.152,4.345
1897-04-01,14.293,1.74,15.217,8.278
1897-05-01,17.251,5.068,16.02,11.377
1897-06-01,19.445,7.226,16.505,13.319
1897-07-01,20.297,8.312,16.783,14.31
1897-08-01,19.753,7.592,16.676,13.668
1897-09-01,17.918,5.901,16.068,11.925
1897-10-01,15.166,3.279,15.168,9.197
1897-11-01,11.616,-0.197,14.047,5.608
1897-12-01,8.5,-2.177,13.401,3.171
1898-01-01,8.35,-2.885,13.396,2.737
1898-02-01,8.239,-3.651,13.364,2.354
1898-03-01,10.174,-2.657,13.749,3.751
1898-04-01,14.459,1.49,14.868,7.907
1898-05-01,17.056,4.498,15.621,10.835
1898-06-01,19.452,7.067,16.393,13.395
1898-07-01,20.145,8.039,16.627,14.138
1898-08-01,19.628,7.657,16.512,13.579
1898-09-01,17.702,5.902,15.914,11.753
1898-10-01,14.69,2.831,14.915,8.828
1898-11-01,11.444,-0.359,13.933,5.452
1898-12-01,9.443,-2.096,13.351,3.407
1899-01-01,8.443,-3.262,13.306,2.515
1899-02-01,8.17,-3.442,13.399,2.38
1899-03-01,10.635,-1.567,14.003,4.618
1899-04-01,14.438,2.074,15.026,8.281
1899-05-01,17.132,4.967,15.836,11.023
1899-06-01,18.799,6.872,16.243,12.856
1899-07-01,20.168,7.953,16.689,14.159
1899-08-01,19.598,7.646,16.746,13.777
1899-09-01,18.223,5.974,16.178,12.128
1899-10-01,15.317,3.551,15.287,9.409
1899-11-01,12.417,1.063,14.455,6.605
1899-12-01,8.639,-2.668,13.412,3.005
01-01-1900,7.193,-4.102,13.142,1.461
01-02-1900,9.181,-2.814,13.777,3.098
01-03-1900,11.377,-0.68,14.4,5.492
01-04-1900,13.972,2.131,15.17,8.223
01-05-1900,17.415,5.179,15.955,11.385
01-06-1900,19.434,7.112,16.515,13.293
01-07-1900,19.897,8.095,16.785,14.171
01-08-1900,19.85,7.892,16.699,13.816
01-09-1900,17.818,5.967,16.124,11.955
01-10-1900,15.544,3.833,15.373,9.666
01-11-1900,11.527,0.121,14.189,5.804
01-12-1900,9.466,-1.826,13.598,3.655
01-01-1901,7.996,-3.491,13.29,2.191
01-02-1901,9.038,-2.678,13.66,3.092
01-03-1901,11.476,-0.644,14.383,5.671
01-04-1901,14.733,2.264,15.22,8.522
01-05-1901,17.315,4.855,15.936,11.178
01-06-1901,19.315,7.151,16.441,13.423
01-07-1901,20.34,8.161,16.718,14.339
01-08-1901,19.898,7.66,16.663,13.789
01-09-1901,17.929,5.819,16.001,11.984
01-10-1901,15.002,2.998,15.087,9.003
01-11-1901,12.043,0.071,14.101,5.976
01-12-1901,9.061,-2.28,13.38,3.335
01-01-1902,8.797,-3.031,13.302,2.684
01-02-1902,9.814,-2.504,13.691,3.606
01-03-1902,11.166,-1.339,14.1,4.883
01-04-1902,13.884,1.562,14.958,7.956
01-05-1902,16.986,4.587,15.719,10.893
01-06-1902,19.338,6.894,16.284,13.214
01-07-1902,20.2,7.965,16.69,14.231
01-08-1902,19.884,7.449,16.591,13.599
01-09-1902,17.897,5.555,16.032,11.799
01-10-1902,14.811,2.759,14.991,8.801
01-11-1902,11.159,-0.46,13.902,5.274
01-12-1902,8.435,-2.992,13.24,2.713
01-01-1903,8.415,-3.187,13.275,2.514
01-02-1903,9.297,-2.49,13.668,3.555
01-03-1903,10.963,-1.158,14.05,4.93
01-04-1903,13.958,1.698,14.801,7.832
01-05-1903,16.672,4.587,15.645,10.794
01-06-1903,18.897,6.723,16.161,12.886
01-07-1903,19.787,7.87,16.496,13.992
01-08-1903,19.298,7.558,16.304,13.412
01-09-1903,17.356,5.642,15.771,11.501
01-10-1903,14.634,2.895,14.835,8.812
01-11-1903,11.219,-0.051,13.828,5.516
01-12-1903,8.533,-2.687,13.205,2.898
01-01-1904,7.082,-3.86,12.957,1.637
01-02-1904,8.507,-3.583,13.154,2.297
01-03-1904,10.559,-1.575,13.859,4.506
01-04-1904,13.823,1.428,14.755,7.684
01-05-1904,16.922,4.641,15.573,10.84
01-06-1904,19.092,6.778,16.207,13.014
01-07-1904,19.678,7.777,16.525,13.836
01-08-1904,19.525,7.462,16.403,13.459
01-09-1904,17.465,5.361,15.768,11.381
01-10-1904,14.902,3.133,14.947,8.833
01-11-1904,11.997,0.558,14.144,6.23
01-12-1904,9.212,-2.067,13.433,3.374
01-01-1905,8.017,-3.324,13.205,2.254
01-02-1905,7.735,-3.951,13.206,1.927
01-03-1905,10.466,-1.308,14.035,4.635
01-04-1905,13.622,1.493,14.857,7.755
01-05-1905,16.946,4.819,15.788,10.982
01-06-1905,19.11,6.944,16.379,13.112
01-07-1905,19.877,8.038,16.651,14.077
01-08-1905,19.619,7.72,16.558,13.578
01-09-1905,17.684,5.928,16.004,11.804
01-10-1905,14.866,3.117,15.091,9.041
01-11-1905,11.984,0.574,14.232,6.183
01-12-1905,9.06,-1.931,13.45,3.354
01-01-1906,8.086,-3.637,13.25,2.068
01-02-1906,8.125,-3.343,13.502,2.301
01-03-1906,11.008,-1.229,14.245,4.866
01-04-1906,14.786,2.422,15.23,8.626
01-05-1906,17.146,4.922,15.769,11.24
01-06-1906,19.287,7.275,16.436,13.334
01-07-1906,20.058,8.186,16.662,14.122
01-08-1906,19.539,7.843,16.593,13.691
01-09-1906,17.522,5.884,15.95,11.772
01-10-1906,14.943,3.479,15.152,9.267
01-11-1906,11.17,-0.301,14.054,5.501
01-12-1906,9.258,-1.664,13.54,3.761
01-01-1907,7.903,-3.867,13.108,1.798
01-02-1907,7.993,-3.603,13.257,2.117
01-03-1907,10.61,-1.6,14.15,4.575
01-04-1907,13.401,1.521,14.918,7.579
01-05-1907,16.335,4.084,15.602,10.375
01-06-1907,18.576,6.509,16.253,12.729
01-07-1907,19.626,7.761,16.596,13.769
01-08-1907,19.187,7.465,16.456,13.362
01-09-1907,17.443,5.59,15.902,11.665
01-10-1907,15.079,3.32,15.159,9.234
01-11-1907,10.71,-0.557,13.872,5.207
01-12-1907,8.831,-2.585,13.225,2.956
01-01-1908,8.118,-3.548,13.16,2.304
01-02-1908,8.527,-3.177,13.441,2.769
01-03-1908,10.384,-2.101,13.783,4.136
01-04-1908,13.853,1.735,14.801,7.832
01-05-1908,16.958,4.86,15.757,11.141
01-06-1908,19.063,6.902,16.289,13.293
01-07-1908,19.748,8.113,16.618,14.197
01-08-1908,19.359,7.499,16.365,13.376
01-09-1908,17.781,5.977,15.93,11.977
01-10-1908,14.675,2.948,14.883,8.865
01-11-1908,11.098,-0.576,13.842,5.272
01-12-1908,8.901,-2.535,13.189,3.071
01-01-1909,7.121,-4.298,12.839,1.395
01-02-1909,8.571,-3.447,13.35,2.706
01-03-1909,10.659,-1.677,13.852,4.589
01-04-1909,13.426,1.395,14.719,7.534
01-05-1909,16.668,4.38,15.6,10.611
01-06-1909,18.71,6.766,16.191,12.962
01-07-1909,19.787,8.05,16.437,14.06
01-08-1909,19.625,7.753,16.496,13.752
01-09-1909,17.891,5.778,15.849,11.879
01-10-1909,15.139,3.221,14.941,9.192
01-11-1909,11.959,0.323,13.993,6.236
01-12-1909,8.763,-2.353,13.217,3.223
01-01-1910,8.095,-3.27,13.139,2.333
01-02-1910,8.388,-3.226,13.317,2.779
01-03-1910,10.781,-1.675,13.872,4.606
01-04-1910,14.37,1.704,14.845,8.105
01-05-1910,17.03,4.675,15.712,11.005
01-06-1910,19.027,6.871,16.264,13.151
01-07-1910,19.952,8.205,16.543,14.279
01-08-1910,19.425,7.606,16.477,13.677
01-09-1910,17.623,5.669,15.875,11.733
01-10-1910,14.905,2.986,15.019,9.006
01-11-1910,11.072,-0.654,13.75,5.318
01-12-1910,8.5,-2.999,13.016,2.684
01-01-1911,7.133,-3.969,12.908,1.66
01-02-1911,8.15,-3.664,13.164,2.453
01-03-1911,10.362,-1.743,13.752,4.347
01-04-1911,14.081,1.856,14.716,7.99
01-05-1911,16.71,4.632,15.497,10.829
01-06-1911,19.091,6.778,16.108,13.009
01-07-1911,19.987,8.053,16.431,14.082
01-08-1911,19.396,7.607,16.387,13.499
01-09-1911,17.491,5.723,15.799,11.638
01-10-1911,14.99,3.401,15.063,9.263
01-11-1911,11.652,0.309,14.062,5.964
01-12-1911,8.811,-1.981,13.425,3.39
01-01-1912,7.911,-3.305,13.249,2.402
01-02-1912,9.379,-2.718,13.595,3.354
01-03-1912,10.725,-1.981,13.995,4.356
01-04-1912,14.069,2.091,15.065,8.229
01-05-1912,17.389,4.992,15.813,11.254
01-06-1912,19.351,7.166,16.397,13.435
01-07-1912,19.729,7.916,16.509,13.723
01-08-1912,19.027,7.277,16.309,13.053
01-09-1912,17.435,5.227,15.685,11.222
01-10-1912,14.133,2.497,14.751,8.367
01-11-1912,11.185,-0.291,13.928,5.521
01-12-1912,8.307,-2.459,13.23,3.069
01-01-1913,7.655,-3.657,13.066,2.083
01-02-1913,8.233,-3.485,13.344,2.376
01-03-1913,10.4,-1.597,13.953,4.517
01-04-1913,14.219,1.91,14.957,8.023
01-05-1913,16.815,4.652,15.679,10.745
01-06-1913,19.075,6.667,16.216,13.005
01-07-1913,20.256,7.967,16.552,14.137
01-08-1913,19.805,7.735,16.496,13.724
01-09-1913,17.833,5.629,15.867,11.759
01-10-1913,14.904,3.091,15.028,9.077
01-11-1913,11.67,0.347,14.123,6.024
01-12-1913,9.556,-1.43,13.624,4.103
01-01-1914,8.822,-2.334,13.545,3.376
01-02-1914,8.502,-2.551,13.576,3.2
01-03-1914,11.039,-1.31,14.103,4.942
01-04-1914,14.051,1.888,15.018,8.098
01-05-1914,17.199,5.233,15.857,11.285
01-06-1914,19.335,7.219,16.421,13.496
01-07-1914,20.065,8.182,16.653,14.298
01-08-1914,19.692,7.87,16.692,13.73
01-09-1914,17.747,5.866,16.075,11.915
01-10-1914,15.271,3.567,15.223,9.387
01-11-1914,11.287,0.239,14.155,5.759
01-12-1914,8.764,-1.624,13.597,3.6
01-01-1915,7.901,-3.416,13.32,2.299
01-02-1915,8.931,-2.52,13.675,3.265
01-03-1915,11.024,-1.115,14.32,5.143
01-04-1915,14.607,2.755,15.292,8.705
01-05-1915,17.141,5.371,16.067,11.493
01-06-1915,19.189,7.154,16.445,13.3
01-07-1915,20.553,8.455,16.817,14.443
01-08-1915,19.997,7.758,16.802,13.77
01-09-1915,17.811,6.038,16.102,11.867
01-10-1915,14.862,3.017,15.093,8.984
01-11-1915,12.159,0.297,14.254,6.216
01-12-1915,9.515,-2.069,13.538,3.633
01-01-1916,8.309,-2.927,13.294,2.616
01-02-1916,8.855,-3.024,13.581,2.957
01-03-1916,10.961,-1.584,14.121,4.846
01-04-1916,14.096,1.918,14.975,8.047
01-05-1916,17.084,4.794,15.779,10.972
01-06-1916,18.91,6.867,16.29,12.942
01-07-1916,20.012,8.184,16.599,14.052
01-08-1916,19.484,7.754,16.511,13.58
01-09-1916,17.634,5.725,15.927,11.726
01-10-1916,14.763,3.156,14.919,9.053
01-11-1916,11.22,-0.311,13.814,5.596
01-12-1916,7.838,-3.402,13.006,2.316
01-01-1917,7.848,-3.782,12.84,2.133
01-02-1917,8.334,-3.771,13.099,2.36
01-03-1917,10.552,-1.983,13.801,4.488
01-04-1917,13.932,1.689,14.815,7.855
01-05-1917,16.421,4.305,15.537,10.443
01-06-1917,18.889,6.792,16.239,12.915
01-07-1917,20.083,8.377,16.706,14.259
01-08-1917,19.568,7.545,16.58,13.471
01-09-1917,17.669,5.796,16.058,11.745
01-10-1917,14.426,2.64,14.942,8.544
01-11-1917,11.686,0.057,14.002,5.82
01-12-1917,7.703,-3.43,13.098,2.247
01-01-1918,7.552,-3.802,13.129,1.934
01-02-1918,8.256,-3.568,13.312,2.455
01-03-1918,10.704,-1.267,14.034,4.811
01-04-1918,13.706,1.426,14.794,7.644
01-05-1918,16.48,4.386,15.733,10.54
01-06-1918,18.731,6.772,16.306,12.908
01-07-1918,19.916,7.896,16.596,14.002
01-08-1918,19.326,7.492,16.552,13.431
01-09-1918,17.999,5.8,16.074,11.881
01-10-1918,15.332,3.578,15.252,9.433
01-11-1918,11.265,0.142,14.297,5.683
01-12-1918,8.266,-2.627,13.439,2.848
01-01-1919,7.649,-3.396,13.309,2.184
01-02-1919,8.627,-2.996,13.678,2.852
01-03-1919,10.714,-1.547,14.22,4.743
01-04-1919,14.412,2.441,15.253,8.487
01-05-1919,16.701,4.881,15.847,10.969
01-06-1919,19.017,7.102,16.375,13.228
01-07-1919,20.146,8.264,16.582,14.274
01-08-1919,19.804,7.842,16.498,13.786
01-09-1919,17.887,6.126,16.025,11.99
01-10-1919,15.005,3.522,15.117,9.361
01-11-1919,11.158,-0.431,13.914,5.489
01-12-1919,8.756,-2.395,13.263,3.224
01-01-1920,8.444,-2.942,13.257,2.841
01-02-1920,8.266,-3.109,13.347,2.755
01-03-1920,11.034,-0.782,14.25,5.227
01-04-1920,14.141,2.164,15.079,8.293
01-05-1920,17.145,5.126,15.855,11.131
01-06-1920,18.9,7.057,16.415,13.105
01-07-1920,20.121,8.299,16.693,14.245
01-08-1920,19.647,7.772,16.626,13.698
01-09-1920,17.81,5.85,16.117,11.794
01-10-1920,14.852,3.1,15.206,9.021
01-11-1920,11.127,-0.123,14.159,5.566
01-12-1920,8.225,-3.063,13.311,2.629
01-01-1921,8.737,-2.709,13.439,2.98
01-02-1921,9.17,-2.816,13.622,3.125
01-03-1921,10.928,-0.931,14.128,5.081
01-04-1921,14.327,2.252,15.005,8.324
01-05-1921,17.255,5.152,15.826,11.245
01-06-1921,19.36,7.384,16.49,13.44
01-07-1921,20.42,8.424,16.783,14.436
01-08-1921,19.468,7.601,16.618,13.561
01-09-1921,17.785,5.996,16.166,11.869
01-10-1921,15.124,3.446,15.285,9.264
01-11-1921,11.362,0.2,14.236,5.864
01-12-1921,9.157,-1.874,13.627,3.663
01-01-1922,7.603,-3.428,13.177,2.15
01-02-1922,8.234,-3.684,13.453,2.376
01-03-1922,11.248,-1.188,14.245,5.156
01-04-1922,14.521,2.156,15.168,8.38
01-05-1922,16.912,4.983,15.778,11.097
01-06-1922,19.153,7.266,16.406,13.331
01-07-1922,20.098,8.241,16.745,14.278
01-08-1922,19.475,7.599,16.532,13.584
01-09-1922,17.661,5.754,15.981,11.775
01-10-1922,14.975,3.134,15.043,9.056
01-11-1922,11.615,0.232,14.117,6.046
01-12-1922,8.968,-1.865,13.503,3.667
01-01-1923,8.21,-3.195,13.24,2.487
01-02-1923,8.298,-3.172,13.358,2.563
01-03-1923,10.786,-1.256,14.049,4.866
01-04-1923,13.64,1.602,14.959,7.749
01-05-1923,16.825,4.79,15.724,10.849
01-06-1923,19.056,7.139,16.452,13.296
01-07-1923,19.81,8.012,16.628,13.984
01-08-1923,19.445,7.645,16.54,13.611
01-09-1923,17.783,5.816,15.992,11.883
01-10-1923,15.188,3.523,15.249,9.52
01-11-1923,11.871,0.474,14.404,6.378
01-12-1923,9.269,-1.903,13.739,3.88
01-01-1924,7.912,-3.502,13.303,2.339
01-02-1924,8.609,-3.025,13.585,2.888
01-03-1924,11.24,-0.806,14.325,5.352
01-04-1924,13.857,1.722,15.081,7.97
01-05-1924,17.185,4.905,15.918,11.188
01-06-1924,19.195,7.085,16.461,13.342
01-07-1924,20.057,8.161,16.724,14.304
01-08-1924,19.519,7.585,16.556,13.654
01-09-1924,17.783,6.024,16.003,11.957
01-10-1924,14.896,3.29,15.042,9.203
01-11-1924,11.794,0.656,14.132,6.4
01-12-1924,8.639,-2.021,13.342,3.485
01-01-1925,7.484,-3.179,13.157,2.268
01-02-1925,8.51,-3.314,13.361,2.701
01-03-1925,11.133,-1.14,14.155,5.126
01-04-1925,14.538,2.178,15.011,8.442
01-05-1925,17.032,4.828,15.855,11.039
01-06-1925,19.041,6.883,16.413,13.089
01-07-1925,19.971,8.047,16.74,14.066
01-08-1925,19.737,7.724,16.716,13.769
01-09-1925,17.874,6.008,16.14,11.979
01-10-1925,14.889,3.287,15.221,9.196
01-11-1925,11.912,0.646,14.418,6.34
01-12-1925,10.011,-1.47,13.897,4.398
01-01-1926,8.785,-2.222,13.739,3.453
01-02-1926,9.503,-2.307,13.842,3.717
01-03-1926,11.593,-0.234,14.536,5.831
01-04-1926,14.095,2.006,15.214,8.193
01-05-1926,16.688,4.806,15.932,10.931
01-06-1926,19.214,7.079,16.581,13.285
01-07-1926,19.998,8.058,16.766,14.168
01-08-1926,19.695,7.916,16.8,13.877
01-09-1926,17.816,6.15,16.222,12.075
01-10-1926,15.474,3.601,15.372,9.55
01-11-1926,11.936,0.618,14.351,6.3
01-12-1926,8.63,-2.248,13.538,3.366
01-01-1927,7.935,-3.512,13.323,2.372
01-02-1927,8.67,-2.866,13.65,3.039
01-03-1927,10.565,-1.495,14.084,4.668
01-04-1927,14.007,1.852,15.045,8.035
01-05-1927,16.998,4.873,15.873,11.104
01-06-1927,19.136,7.106,16.444,13.272
01-07-1927,20.237,8.284,16.812,14.323
01-08-1927,19.529,7.697,16.742,13.698
01-09-1927,18.109,6.26,16.224,12.254
01-10-1927,15.627,4.02,15.435,9.887
01-11-1927,12.072,0.596,14.342,6.346
01-12-1927,8.689,-2.392,13.493,3.267
01-01-1928,8.291,-2.631,13.637,3.046
01-02-1928,9.04,-2.609,13.722,3.333
01-03-1928,10.892,-1.247,14.229,4.959
01-04-1928,14.193,2.046,15.126,8.244
01-05-1928,17.06,4.981,15.88,11.169
01-06-1928,18.856,7.045,16.355,13.113
01-07-1928,20.005,8.189,16.796,14.31
01-08-1928,19.522,7.798,16.7,13.687
01-09-1928,17.981,6.02,16.066,12.03
01-10-1928,15.387,3.549,15.232,9.486
01-11-1928,11.933,0.629,14.276,6.336
01-12-1928,9.186,-1.751,13.568,3.873
01-01-1929,7.48,-3.66,13.137,2.054
01-02-1929,7.838,-3.883,13.241,2.172
01-03-1929,10.982,-1.131,14.079,5.099
01-04-1929,14.08,1.842,14.987,8.094
01-05-1929,16.906,4.784,15.716,10.915
01-06-1929,18.65,6.908,16.328,12.928
01-07-1929,19.652,8.012,16.59,13.957
01-08-1929,19.548,7.697,16.671,13.68
01-09-1929,17.598,5.926,16.092,11.807
01-10-1929,15.217,3.686,15.248,9.46
01-11-1929,11.757,0.377,14.313,6.172
01-12-1929,7.769,-2.945,13.207,2.571
01-01-1930,7.67,-3.169,13.26,2.401
01-02-1930,8.9,-2.852,13.54,3.152
01-03-1930,11.539,-0.571,14.326,5.483
01-04-1930,14.017,2.072,15.081,8.182
01-05-1930,16.87,5.016,15.911,11.105
01-06-1930,19.071,7.295,16.473,13.347
01-07-1930,20.252,8.415,16.854,14.465
01-08-1930,19.803,7.996,16.791,13.928
01-09-1930,17.754,5.935,16.25,11.874
01-10-1930,14.941,3.587,15.355,9.261
01-11-1930,12.032,0.892,14.505,6.574
01-12-1930,9.066,-1.736,13.724,3.831
01-01-1931,8.059,-2.897,13.529,2.761
01-02-1931,8.218,-3.123,13.621,2.708
01-03-1931,11.194,-1.006,14.347,5.22
01-04-1931,14.079,2.025,15.116,8.163
01-05-1931,16.805,4.951,15.872,11.02
01-06-1931,19.419,7.489,16.63,13.573
01-07-1931,20.399,8.665,16.967,14.576
01-08-1931,19.961,8.189,16.887,14.12
01-09-1931,18.078,6.485,16.294,12.283
01-10-1931,15.718,4.073,15.448,9.937
01-11-1931,11.63,0.545,14.317,6.243
01-12-1931,9.477,-1.573,13.711,4.027
01-01-1932,9.159,-2.054,13.687,3.604
01-02-1932,8.797,-3.23,13.658,2.989
01-03-1932,10.934,-1.164,14.252,4.94
01-04-1932,14.644,2.599,15.335,8.769
01-05-1932,16.865,5.225,16.018,11.239
01-06-1932,19.114,7.258,16.504,13.383
01-07-1932,20.093,8.416,16.846,14.372
01-08-1932,19.5,7.917,16.68,13.74
01-09-1932,18.216,6.34,16.263,12.31
01-10-1932,15.424,3.9,15.28,9.682
01-11-1932,11.551,0.014,14.175,5.908
01-12-1932,8.888,-2.071,13.558,3.527
01-01-1933,7.379,-3.453,13.26,2.169
01-02-1933,8.351,-3.318,13.506,2.657
01-03-1933,10.774,-1.27,14.131,4.869
01-04-1933,14.046,2.003,15.043,8.125
01-05-1933,16.845,4.988,15.823,11.047
01-06-1933,19.036,7.001,16.337,13.11
01-07-1933,20.037,8.295,16.704,14.236
01-08-1933,19.635,7.858,16.701,13.76
01-09-1933,17.631,6.055,16.024,11.854
01-10-1933,15.172,3.374,15.143,9.238
01-11-1933,11.578,0.093,14.131,5.89
01-12-1933,8.456,-2.533,13.352,3.104
01-01-1934,7.995,-3.131,13.276,2.476
01-02-1934,9.504,-2.191,13.701,3.699
01-03-1934,10.835,-1.382,14.072,4.818
01-04-1934,13.996,1.853,15.02,8.016
01-05-1934,17.533,5.26,15.951,11.478
01-06-1934,19.183,7.422,16.578,13.402
01-07-1934,20.14,8.472,16.851,14.343
01-08-1934,19.534,8.01,16.74,13.778
01-09-1934,17.505,5.899,16.128,11.727
01-10-1934,15.371,3.629,15.332,9.421
01-11-1934,11.736,0.978,14.412,6.397
01-12-1934,9.279,-1.62,13.673,3.985
01-01-1935,7.737,-3.618,13.299,2.175
01-02-1935,9.944,-1.717,13.857,4.125
01-03-1935,11.343,-0.802,14.269,5.399
01-04-1935,13.81,1.551,15.013,7.771
01-05-1935,16.88,4.755,15.848,10.906
01-06-1935,19.1,7.193,16.504,13.326
01-07-1935,20.173,8.438,16.848,14.331
01-08-1935,19.657,7.831,16.715,13.775
01-09-1935,17.896,6.042,16.143,11.999
01-10-1935,15.379,3.7,15.311,9.516
01-11-1935,10.849,-0.23,14.069,5.443
01-12-1935,8.675,-2.09,13.55,3.423
01-01-1936,7.806,-3.53,13.26,2.249
01-02-1936,8.253,-3.458,13.533,2.506
01-03-1936,11.032,-1.154,14.206,5.031
01-04-1936,14.082,1.976,15.089,8.127
01-05-1936,17.076,5.23,15.935,11.251
01-06-1936,19.171,7.288,16.524,13.363
01-07-1936,20.443,8.704,16.928,14.629
01-08-1936,19.691,7.929,16.811,13.86
01-09-1936,17.91,6.064,16.191,12.021
01-10-1936,15.316,3.658,15.412,9.457
01-11-1936,11.814,0.407,14.338,6.233
01-12-1936,9.181,-1.441,13.767,3.921
01-01-1937,7.879,-3.216,13.417,2.453
01-02-1937,9.237,-2.387,13.904,3.553
01-03-1937,10.731,-1.413,14.276,4.851
01-04-1937,14.025,2.001,15.228,8.14
01-05-1937,17.358,5.169,16.051,11.422
01-06-1937,19.558,7.454,16.679,13.603
01-07-1937,20.154,8.41,17.054,14.375
01-08-1937,19.85,8.145,16.941,14.007
01-09-1937,18.377,6.419,16.402,12.413
01-10-1937,15.635,4.002,15.523,9.729
01-11-1937,11.913,0.612,14.447,6.356
01-12-1937,8.999,-2.196,13.684,3.478
01-01-1938,8.416,-2.597,13.596,2.91
01-02-1938,9.138,-2.518,13.827,3.417
01-03-1938,11.616,-0.431,14.491,5.651
01-04-1938,14.984,2.968,15.363,8.913
01-05-1938,17.429,5.427,16.001,11.456
01-06-1938,18.989,7.418,16.607,13.321
01-07-1938,20.249,8.612,16.871,14.482
01-08-1938,19.85,8.097,16.904,13.963
01-09-1938,18.311,6.468,16.367,12.427
01-10-1938,15.734,3.984,15.526,9.784
01-11-1938,12.161,0.969,14.408,6.53
01-12-1938,8.922,-2.001,13.556,3.51
01-01-1939,8.53,-2.771,13.538,2.932
01-02-1939,9.048,-2.535,13.757,3.232
